SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,DATA_GROUP,LUNCH_PROGRAM,STUDENT_COUNT,TOTAL_INDICATOR,DMS_FLAG
2024-2025,20,KANSAS,KS,Manchester Park Elementary,01,,KS-D0233,2010140,KS-D0233-9304,201014001759,2001759,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Manchester Park Elementary,01,,KS-D0233,2010140,KS-D0233-9304,201014001759,2001759,Free and Reduced-price Lunch Table,Free lunch qualified,25,Category Set A,Reported
2024-2025,20,KANSAS,KS,Manchester Park Elementary,01,,KS-D0233,2010140,KS-D0233-9304,201014001759,2001759,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,20,KANSAS,KS,Clearwater Creek Elementary,01,,KS-D0233,2010140,KS-D0233-9305,201014001760,2001760,Free and Reduced-price Lunch Table,No Category Codes,68,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Clearwater Creek Elementary,01,,KS-D0233,2010140,KS-D0233-9305,201014001760,2001760,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Clearwater Creek Elementary,01,,KS-D0233,2010140,KS-D0233-9305,201014001760,2001760,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Clearwater Creek Elementary,01,,KS-D0233,2010140,KS-D0233-9305,201014001760,2001760,Free and Reduced-price Lunch Table,Free lunch qualified,59,Category Set A,Reported
2024-2025,20,KANSAS,KS,Clearwater Creek Elementary,01,,KS-D0233,2010140,KS-D0233-9305,201014001760,2001760,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,20,KANSAS,KS,Prairie Trail Middle School,01,,KS-D0233,2010140,KS-D0233-9306,201014001761,2001761,Free and Reduced-price Lunch Table,No Category Codes,53,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Prairie Trail Middle School,01,,KS-D0233,2010140,KS-D0233-9306,201014001761,2001761,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Prairie Trail Middle School,01,,KS-D0233,2010140,KS-D0233-9306,201014001761,2001761,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Prairie Trail Middle School,01,,KS-D0233,2010140,KS-D0233-9306,201014001761,2001761,Free and Reduced-price Lunch Table,Free lunch qualified,42,Category Set A,Reported
2024-2025,20,KANSAS,KS,Prairie Trail Middle School,01,,KS-D0233,2010140,KS-D0233-9306,201014001761,2001761,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,11,Category Set A,Reported
2024-2025,20,KANSAS,KS,Ravenwood Elementary,01,,KS-D0233,2010140,KS-D0233-9307,201014001781,2001781,Free and Reduced-price Lunch Table,No Category Codes,128,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Ravenwood Elementary,01,,KS-D0233,2010140,KS-D0233-9307,201014001781,2001781,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Ravenwood Elementary,01,,KS-D0233,2010140,KS-D0233-9307,201014001781,2001781,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Ravenwood Elementary,01,,KS-D0233,2010140,KS-D0233-9307,201014001781,2001781,Free and Reduced-price Lunch Table,Free lunch qualified,109,Category Set A,Reported
2024-2025,20,KANSAS,KS,Ravenwood Elementary,01,,KS-D0233,2010140,KS-D0233-9307,201014001781,2001781,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,19,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe Northwest High School,01,,KS-D0233,2010140,KS-D0233-0845,201014001793,2001793,Free and Reduced-price Lunch Table,No Category Codes,286,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Olathe Northwest High School,01,,KS-D0233,2010140,KS-D0233-0845,201014001793,2001793,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Olathe Northwest High School,01,,KS-D0233,2010140,KS-D0233-0845,201014001793,2001793,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe Northwest High School,01,,KS-D0233,2010140,KS-D0233-0845,201014001793,2001793,Free and Reduced-price Lunch Table,Free lunch qualified,241,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe Northwest High School,01,,KS-D0233,2010140,KS-D0233-0845,201014001793,2001793,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,45,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Place Elementary,01,,KS-D0233,2010140,KS-D0233-2789,201014001882,2001882,Free and Reduced-price Lunch Table,No Category Codes,81,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Madison Place Elementary,01,,KS-D0233,2010140,KS-D0233-2789,201014001882,2001882,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Madison Place Elementary,01,,KS-D0233,2010140,KS-D0233-2789,201014001882,2001882,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Place Elementary,01,,KS-D0233,2010140,KS-D0233-2789,201014001882,2001882,Free and Reduced-price Lunch Table,Free lunch qualified,72,Category Set A,Reported
2024-2025,20,KANSAS,KS,Madison Place Elementary,01,,KS-D0233,2010140,KS-D0233-2789,201014001882,2001882,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,20,KANSAS,KS,Woodland Elem,01,,KS-D0233,2010140,KS-D0233-2790,201014001924,2001924,Free and Reduced-price Lunch Table,No Category Codes,59,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Woodland Elem,01,,KS-D0233,2010140,KS-D0233-2790,201014001924,2001924,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Woodland Elem,01,,KS-D0233,2010140,KS-D0233-2790,201014001924,2001924,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Woodland Elem,01,,KS-D0233,2010140,KS-D0233-2790,201014001924,2001924,Free and Reduced-price Lunch Table,Free lunch qualified,48,Category Set A,Reported
2024-2025,20,KANSAS,KS,Woodland Elem,01,,KS-D0233,2010140,KS-D0233-2790,201014001924,2001924,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,11,Category Set A,Reported
2024-2025,20,KANSAS,KS,Forest View Elem,01,,KS-D0233,2010140,KS-D0233-9311,201014001929,2001929,Free and Reduced-price Lunch Table,No Category Codes,47,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Forest View Elem,01,,KS-D0233,2010140,KS-D0233-9311,201014001929,2001929,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Forest View Elem,01,,KS-D0233,2010140,KS-D0233-9311,201014001929,2001929,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Forest View Elem,01,,KS-D0233,2010140,KS-D0233-9311,201014001929,2001929,Free and Reduced-price Lunch Table,Free lunch qualified,40,Category Set A,Reported
2024-2025,20,KANSAS,KS,Forest View Elem,01,,KS-D0233,2010140,KS-D0233-9311,201014001929,2001929,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,7,Category Set A,Reported
2024-2025,20,KANSAS,KS,Mission Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0913,201014001971,2001971,Free and Reduced-price Lunch Table,No Category Codes,63,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Mission Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0913,201014001971,2001971,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Mission Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0913,201014001971,2001971,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Mission Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0913,201014001971,2001971,Free and Reduced-price Lunch Table,Free lunch qualified,49,Category Set A,Reported
2024-2025,20,KANSAS,KS,Mission Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0913,201014001971,2001971,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,14,Category Set A,Reported
2024-2025,20,KANSAS,KS,Millbrooke Elementary,01,,KS-D0233,2010140,KS-D0233-0934,201014002077,2002077,Free and Reduced-price Lunch Table,No Category Codes,71,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Millbrooke Elementary,01,,KS-D0233,2010140,KS-D0233-0934,201014002077,2002077,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Millbrooke Elementary,01,,KS-D0233,2010140,KS-D0233-0934,201014002077,2002077,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Millbrooke Elementary,01,,KS-D0233,2010140,KS-D0233-0934,201014002077,2002077,Free and Reduced-price Lunch Table,Free lunch qualified,56,Category Set A,Reported
2024-2025,20,KANSAS,KS,Millbrooke Elementary,01,,KS-D0233,2010140,KS-D0233-0934,201014002077,2002077,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,15,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe West High School,01,,KS-D0233,2010140,KS-D0233-0939,201014002088,2002088,Free and Reduced-price Lunch Table,No Category Codes,351,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Olathe West High School,01,,KS-D0233,2010140,KS-D0233-0939,201014002088,2002088,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Olathe West High School,01,,KS-D0233,2010140,KS-D0233-0939,201014002088,2002088,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe West High School,01,,KS-D0233,2010140,KS-D0233-0939,201014002088,2002088,Free and Reduced-price Lunch Table,Free lunch qualified,294,Category Set A,Reported
2024-2025,20,KANSAS,KS,Olathe West High School,01,,KS-D0233,2010140,KS-D0233-0939,201014002088,2002088,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,57,Category Set A,Reported
2024-2025,20,KANSAS,KS,Summit Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0950,201014002102,2002102,Free and Reduced-price Lunch Table,No Category Codes,180,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Summit Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0950,201014002102,2002102,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Summit Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0950,201014002102,2002102,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Summit Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0950,201014002102,2002102,Free and Reduced-price Lunch Table,Free lunch qualified,149,Category Set A,Reported
2024-2025,20,KANSAS,KS,Summit Trail Middle School,01,,KS-D0233,2010140,KS-D0233-0950,201014002102,2002102,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,31,Category Set A,Reported
2024-2025,20,KANSAS,KS,Canyon Creek Elementary,01,,KS-D0233,2010140,KS-D0233-0953,201014002110,2002110,Free and Reduced-price Lunch Table,No Category Codes,40,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Canyon Creek Elementary,01,,KS-D0233,2010140,KS-D0233-0953,201014002110,2002110,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Canyon Creek Elementary,01,,KS-D0233,2010140,KS-D0233-0953,201014002110,2002110,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Canyon Creek Elementary,01,,KS-D0233,2010140,KS-D0233-0953,201014002110,2002110,Free and Reduced-price Lunch Table,Free lunch qualified,31,Category Set A,Reported
2024-2025,20,KANSAS,KS,Canyon Creek Elementary,01,,KS-D0233,2010140,KS-D0233-0953,201014002110,2002110,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,9,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trojan Elem,01,,KS-D0367,2010260,KS-D0367-4662,201026000771,2000771,Free and Reduced-price Lunch Table,No Category Codes,234,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Trojan Elem,01,,KS-D0367,2010260,KS-D0367-4662,201026000771,2000771,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Trojan Elem,01,,KS-D0367,2010260,KS-D0367-4662,201026000771,2000771,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trojan Elem,01,,KS-D0367,2010260,KS-D0367-4662,201026000771,2000771,Free and Reduced-price Lunch Table,Free lunch qualified,198,Category Set A,Reported
2024-2025,20,KANSAS,KS,Trojan Elem,01,,KS-D0367,2010260,KS-D0367-4662,201026000771,2000771,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,36,Category Set A,Reported
2024-2025,20,KANSAS,KS,Swenson Early Childhood Education Center,01,,KS-D0367,2010260,KS-D0367-4664,201026000772,2000772,Free and Reduced-price Lunch Table,No Category Codes,103,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Swenson Early Childhood Education Center,01,,KS-D0367,2010260,KS-D0367-4664,201026000772,2000772,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Swenson Early Childhood Education Center,01,,KS-D0367,2010260,KS-D0367-4664,201026000772,2000772,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Swenson Early Childhood Education Center,01,,KS-D0367,2010260,KS-D0367-4664,201026000772,2000772,Free and Reduced-price Lunch Table,Free lunch qualified,79,Category Set A,Reported
2024-2025,20,KANSAS,KS,Swenson Early Childhood Education Center,01,,KS-D0367,2010260,KS-D0367-4664,201026000772,2000772,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,24,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Middle School,01,,KS-D0367,2010260,KS-D0367-4665,201026000773,2000773,Free and Reduced-price Lunch Table,No Category Codes,134,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Osawatomie Middle School,01,,KS-D0367,2010260,KS-D0367-4665,201026000773,2000773,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Osawatomie Middle School,01,,KS-D0367,2010260,KS-D0367-4665,201026000773,2000773,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Middle School,01,,KS-D0367,2010260,KS-D0367-4665,201026000773,2000773,Free and Reduced-price Lunch Table,Free lunch qualified,109,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Middle School,01,,KS-D0367,2010260,KS-D0367-4665,201026000773,2000773,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,25,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie High,01,,KS-D0367,2010260,KS-D0367-4666,201026000774,2000774,Free and Reduced-price Lunch Table,No Category Codes,164,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Osawatomie High,01,,KS-D0367,2010260,KS-D0367-4666,201026000774,2000774,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Osawatomie High,01,,KS-D0367,2010260,KS-D0367-4666,201026000774,2000774,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie High,01,,KS-D0367,2010260,KS-D0367-4666,201026000774,2000774,Free and Reduced-price Lunch Table,Free lunch qualified,134,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie High,01,,KS-D0367,2010260,KS-D0367-4666,201026000774,2000774,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,30,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Virtual School,01,,KS-D0367,2010260,KS-D0367-4671,201026002145,2002145,Free and Reduced-price Lunch Table,No Category Codes,3,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Osawatomie Virtual School,01,,KS-D0367,2010260,KS-D0367-4671,201026002145,2002145,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Osawatomie Virtual School,01,,KS-D0367,2010260,KS-D0367-4671,201026002145,2002145,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Virtual School,01,,KS-D0367,2010260,KS-D0367-4671,201026002145,2002145,Free and Reduced-price Lunch Table,Free lunch qualified,3,Category Set A,Reported
2024-2025,20,KANSAS,KS,Osawatomie Virtual School,01,,KS-D0367,2010260,KS-D0367-4671,201026002145,2002145,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola Middle,01,,KS-D0368,2010500,KS-D0368-4694,201050000776,2000776,Free and Reduced-price Lunch Table,No Category Codes,163,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Paola Middle,01,,KS-D0368,2010500,KS-D0368-4694,201050000776,2000776,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Paola Middle,01,,KS-D0368,2010500,KS-D0368-4694,201050000776,2000776,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola Middle,01,,KS-D0368,2010500,KS-D0368-4694,201050000776,2000776,Free and Reduced-price Lunch Table,Free lunch qualified,138,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola Middle,01,,KS-D0368,2010500,KS-D0368-4694,201050000776,2000776,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,25,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola High,01,,KS-D0368,2010500,KS-D0368-4700,201050000779,2000779,Free and Reduced-price Lunch Table,No Category Codes,177,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Paola High,01,,KS-D0368,2010500,KS-D0368-4700,201050000779,2000779,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Paola High,01,,KS-D0368,2010500,KS-D0368-4700,201050000779,2000779,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola High,01,,KS-D0368,2010500,KS-D0368-4700,201050000779,2000779,Free and Reduced-price Lunch Table,Free lunch qualified,140,Category Set A,Reported
2024-2025,20,KANSAS,KS,Paola High,01,,KS-D0368,2010500,KS-D0368-4700,201050000779,2000779,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,37,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elem,01,,KS-D0368,2010500,KS-D0368-4690,201050001627,2001627,Free and Reduced-price Lunch Table,No Category Codes,151,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Sunflower Elem,01,,KS-D0368,2010500,KS-D0368-4690,201050001627,2001627,Direct Certification,Not Applicable,,Education Unit Total,Not reported
2024-2025,20,KANSAS,KS,Sunflower Elem,01,,KS-D0368,2010500,KS-D0368-4690,201050001627,2001627,Free and Reduced-price Lunch Table,Missing,0,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elem,01,,KS-D0368,2010500,KS-D0368-4690,201050001627,2001627,Free and Reduced-price Lunch Table,Free lunch qualified,123,Category Set A,Reported
2024-2025,20,KANSAS,KS,Sunflower Elem,01,,KS-D0368,2010500,KS-D0368-4690,201050001627,2001627,Free and Reduced-price Lunch Table,Reduced-price lunch qualified,28,Category Set A,Reported
2024-2025,20,KANSAS,KS,Cottonwood Elem,01,,KS-D0368,2010500,KS-D0368-4701,201050001726,2001726,Free and Reduced-price Lunch Table,No Category Codes,157,Education Unit Total,Reported
2024-2025,20,KANSAS,KS,Cottonwood Elem,01,,KS-D0368,2010500,KS-D0368-4701,201050001726,2001726,Direct Certification,Not Applicable,,Education Unit Total,Not reported
